wall_time,frame_idx,timestamp_s,source,permanent_id,session_id,object_class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,face_identified,activity,anomaly,scene_anomaly,scene_anomaly_conf,zone_name,event_type
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,6,person,114.6,505.5,198.2,743.8,0.794,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,7,person,1879.5,384.5,1917.9,581.0,0.583,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,8,person,859.8,513.3,903.8,625.6,0.447,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,10,person,1680.4,381.2,1852.9,744.7,1.0,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,11,person,265.0,450.1,372.1,714.3,1.0,False,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,12,person,1298.8,457.0,1372.5,663.0,1.0,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,13,person,1250.8,516.0,1324.3,662.9,0.29,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1778.3,482.8,1873.6,574.5,0.758,False,,,normal,nan,,OBJECT_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1340.1,502.3,1376.7,566.7,0.544,False,,,normal,nan,,OBJECT_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,chair,1416.6,578.3,1495.4,639.9,0.483,False,,,normal,nan,,OBJECT_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,tv,1155.6,346.8,1358.3,623.5,0.457,False,,,normal,nan,,OBJECT_DETECTED
1776250397.9950452,3,0.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,book,390.2,500.6,404.3,529.0,0.415,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,1,person,1680.7,388.9,1856.0,732.7,0.888,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,2,person,258.6,458.3,357.8,707.2,0.877,False,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,3,person,1297.3,460.8,1366.8,659.6,0.822,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,4,person,1261.0,540.1,1319.9,657.7,0.826,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,5,person,4.8,262.5,139.8,904.8,0.886,True,Person is running,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,6,person,115.1,507.1,198.0,744.3,0.743,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,7,person,1879.0,381.5,1918.0,580.3,0.617,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,8,person,860.6,513.0,904.3,625.1,0.455,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,10,person,1679.1,383.8,1851.2,746.3,1.0,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,11,person,266.3,449.4,373.9,714.9,1.0,False,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,12,person,1300.8,456.0,1374.9,663.1,1.0,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1776.9,484.0,1870.1,575.9,0.733,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,tv,1155.7,346.5,1360.3,622.6,0.506,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,chair,1416.4,578.2,1495.1,639.5,0.488,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1342.4,505.3,1379.1,566.5,0.453,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0215027,4,0.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,book,390.3,500.5,404.5,529.1,0.414,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,1,person,1679.6,388.6,1855.9,735.1,0.888,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,2,person,259.9,457.7,358.8,707.0,0.901,False,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,3,person,1299.3,460.9,1368.9,659.6,0.836,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,4,person,1264.4,540.3,1322.3,657.5,0.837,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,5,person,6.9,244.3,146.5,905.1,0.912,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,6,person,116.3,506.7,199.0,744.5,0.701,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,7,person,1878.0,380.1,1917.5,580.0,0.623,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,8,person,860.8,513.2,904.6,625.3,0.426,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,10,person,1679.7,386.0,1851.3,747.1,1.0,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,11,person,267.6,449.7,375.2,714.8,1.0,False,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,12,person,1302.7,455.6,1377.0,662.8,1.0,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,13,person,1257.0,517.8,1328.1,661.9,0.787,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1774.2,482.6,1869.3,576.8,0.735,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,chair,1416.6,579.7,1495.5,640.3,0.522,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,tv,1156.3,346.5,1359.1,621.7,0.482,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,handbag,1343.4,503.1,1380.0,565.1,0.48,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0523229,5,0.167,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,,,book,390.2,500.1,404.7,529.3,0.424,False,,,normal,nan,,OBJECT_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,1,person,1679.5,388.6,1856.2,736.9,0.887,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,171,2,person,264.0,457.8,361.4,705.2,0.868,False,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,3,person,1302.5,459.9,1372.4,659.2,0.843,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,4,person,1268.3,539.8,1325.8,657.9,0.818,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,5,person,5.6,232.6,148.1,905.1,0.929,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,194,6,person,118.4,510.7,199.5,744.4,0.777,True,Person is standing,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,7,person,1875.4,379.7,1915.9,582.0,0.668,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
1776250398.0726988,6,0.2,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_2,193,10,person,1677.9,387.8,1849.1,748.6,1.0,True,Person is walking,normal,normal,nan,,PERSON_DETECTED
