wall_time,frame_idx,timestamp_s,source,permanent_id,session_id,object_class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,face_identified,activity,anomaly,scene_anomaly,scene_anomaly_conf,zone_name,event_type
1776245202.953291,11,0.367,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,211.6,0.2,300.2,101.7,0.486,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.953291,11,0.367,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.1,0.1,294.9,49.1,0.435,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9633133,12,0.4,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,90.6,104.7,213.8,240.1,0.624,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245202.9633133,12,0.4,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,169.5,-0.2,302.0,182.3,0.469,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9633133,12,0.4,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,212.7,0.2,299.6,101.4,0.462,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9633133,12,0.4,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.1,0.1,294.9,49.1,0.428,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9733498,13,0.433,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,90.7,105.3,213.5,240.1,0.616,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245202.9733498,13,0.433,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,170.0,-0.2,302.3,182.4,0.487,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9733498,13,0.433,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,212.4,0.2,300.2,101.5,0.474,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9733498,13,0.433,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.2,0.1,294.7,49.2,0.404,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9833746,14,0.467,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,91.3,109.0,211.2,240.1,0.649,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245202.9833746,14,0.467,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,170.0,-0.1,303.3,182.4,0.467,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9833746,14,0.467,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.1,0.0,295.7,49.5,0.462,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9930828,15,0.5,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,91.4,110.4,210.6,240.1,0.641,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245202.9930828,15,0.5,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.2,0.1,295.7,49.3,0.461,False,,,robbery,0.133,,OBJECT_DETECTED
1776245202.9930828,15,0.5,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.4,0.2,301.0,98.1,0.402,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0033946,16,0.533,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,91.2,110.9,210.5,240.1,0.643,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0033946,16,0.533,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.3,0.1,295.7,49.3,0.465,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0033946,16,0.533,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.7,0.2,301.1,98.3,0.402,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0135012,17,0.567,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,91.1,111.0,210.7,240.1,0.651,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0135012,17,0.567,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.1,0.1,295.9,49.3,0.444,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0135012,17,0.567,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,170.0,-0.2,304.1,181.9,0.439,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.023515,18,0.6,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,90.9,110.9,210.9,240.1,0.639,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.023515,18,0.6,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.7,0.1,301.2,100.9,0.459,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.023515,18,0.6,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.3,0.1,295.1,49.2,0.421,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0331106,19,0.633,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,88.3,107.4,211.4,240.0,0.621,True,Person is walking,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0331106,19,0.633,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,214.8,0.1,302.0,100.7,0.494,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0331106,19,0.633,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.2,0.1,294.9,49.0,0.437,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0863488,20,0.667,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.3,106.2,211.5,240.0,0.626,True,Person fighting,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0863488,20,0.667,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,262.2,132.2,319.8,240.0,0.55,True,Person is running,robbery,robbery,0.133,Restricted Zone A,ZONE_INTRUSION
1776245203.0863488,20,0.667,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.8,0.0,301.8,100.9,0.5,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0863488,20,0.667,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.3,0.1,294.6,48.9,0.441,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0942004,21,0.7,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,86.9,105.6,211.6,240.0,0.619,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0942004,21,0.7,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,262.6,132.2,320.2,240.0,0.53,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.0942004,21,0.7,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,214.6,0.1,302.1,100.9,0.499,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.0942004,21,0.7,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.2,0.2,294.4,49.0,0.406,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1066737,22,0.733,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,86.8,105.4,211.6,240.0,0.616,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1066737,22,0.733,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,262.7,132.2,320.3,240.0,0.525,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1066737,22,0.733,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,214.6,0.1,302.0,101.2,0.505,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1066737,22,0.733,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.3,0.2,294.4,49.0,0.404,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.11472,23,0.767,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,86.8,105.2,211.8,240.0,0.613,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.11472,23,0.767,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,263.3,132.3,320.7,240.0,0.528,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.11472,23,0.767,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,214.2,0.0,302.3,101.7,0.594,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.11472,23,0.767,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.3,0.1,294.5,48.8,0.421,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1242497,24,0.8,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.4,107.8,210.1,240.0,0.645,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1242497,24,0.8,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,255.6,119.9,319.8,240.0,0.542,True,Person is walking,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1242497,24,0.8,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.5,-0.1,300.7,96.2,0.619,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1242497,24,0.8,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.5,0.0,295.1,47.8,0.444,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1345942,25,0.833,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.6,108.9,209.4,240.0,0.646,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1345942,25,0.833,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,252.9,115.4,319.6,240.0,0.522,True,Person is walking,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1345942,25,0.833,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.6,-0.1,299.9,96.9,0.61,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1345942,25,0.833,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.7,-0.1,294.8,46.8,0.452,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1446245,26,0.867,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.8,109.7,209.1,240.0,0.645,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1446245,26,0.867,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,2,person,251.5,112.3,319.8,239.9,0.463,True,Person is walking,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1446245,26,0.867,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,213.2,-0.1,300.2,96.6,0.644,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1446245,26,0.867,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.8,0.0,294.5,46.8,0.425,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.154901,27,0.9,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,88.0,111.3,208.2,240.0,0.637,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.154901,27,0.9,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,211.5,-0.1,300.4,97.4,0.618,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.154901,27,0.9,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.6,0.0,294.5,46.9,0.403,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.165264,28,0.933,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,88.1,112.0,207.9,240.0,0.64,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.165264,28,0.933,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,211.5,-0.1,300.4,97.3,0.609,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.165264,28,0.933,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.6,0.0,294.5,46.9,0.402,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.1757078,29,0.967,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,88.0,112.3,207.9,240.0,0.641,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.1757078,29,0.967,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,211.2,-0.1,301.4,96.9,0.631,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2213173,30,1.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.6,111.9,208.2,240.0,0.654,True,Person is walking,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.2213173,30,1.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,210.6,-0.1,301.5,96.6,0.622,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2213173,30,1.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.7,-0.0,294.8,47.0,0.406,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2262552,31,1.033,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.2,111.5,208.3,240.0,0.667,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.2262552,31,1.033,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,209.9,-0.1,300.7,96.4,0.646,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2262552,31,1.033,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.7,0.0,294.6,46.8,0.421,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2362728,32,1.067,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,87.0,111.5,208.3,240.0,0.661,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.2362728,32,1.067,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,210.2,-0.1,300.5,96.6,0.654,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2362728,32,1.067,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,227.8,0.0,294.3,46.8,0.427,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2465932,33,1.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,86.9,111.3,208.5,240.0,0.648,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.2465932,33,1.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,210.9,-0.1,300.7,96.1,0.622,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.2465932,33,1.1,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.0,-0.0,294.3,46.8,0.442,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.256609,34,1.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,7,1,person,86.8,111.2,208.6,240.0,0.646,True,Person is standing,robbery,robbery,0.133,,PERSON_DETECTED
1776245203.256609,34,1.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,211.5,-0.1,300.8,96.1,0.61,False,,,robbery,0.133,,OBJECT_DETECTED
1776245203.256609,34,1.133,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\test_clip.mp4,,,tv,228.0,-0.0,294.2,46.8,0.435,False,,,robbery,0.133,,OBJECT_DETECTED
